ул. Придорожная, д. 2, Екатеринбург
ул. Гагарина, д. 47, Екатеринбург
ул. Блюхера, д. 49, Екатеринбург
ул. Блюхера, д. 59, Екатеринбург
ул. Советская, д. 56, Екатеринбург
ул. Бажова, д. 75, Екатеринбург
ул. Комсомольская, д. 25, Екатеринбург
ул. Первомайская, д. 95, Екатеринбург
ул. Мичурина, д. 49, Екатеринбург
ул. Студенческая, д. 28, Екатеринбург
ул. Первомайская, д. 101В, Екатеринбург
ул. Комсомольская, д. 29, Екатеринбург
ул. Первомайская, д. 103А, Екатеринбург
ул. Советская, д. 54, Екатеринбург
ул. Комсомольская, д. 31А, Екатеринбург
пр-кт. Ленина, д. 93, Екатеринбург
ул. Академическая, д. 17, Екатеринбург
ул. Малышева, д. 152Б, Екатеринбург
ул. Советская, д. 5, Екатеринбург
ул. Советская, д. 7/3, Екатеринбург
ул. Советская, д. 11, Екатеринбург
ул. Советская, д. 17, Екатеринбург
ул. Уральская, д. 58/2, Екатеринбург
ул. Уральская, д. 62/1, Екатеринбург
ул. Малышева, д. 150, Екатеринбург
ул. 8 Марта, д. 61, Екатеринбург
ул. 8 Марта, д. 97А, Екатеринбург
ул. 8 Марта, д. 55/77, Екатеринбург
ул. Чапаева, д. 17, Екатеринбург
ул. 8 Марта, д. 100, Екатеринбург
ул. Верещагина, д. 14, Екатеринбург
пер. Кыштымский, д. 8Б, Екатеринбург
ул. Сурикова, д. 24, Екатеринбург
ул. Сурикова, д. 47, Екатеринбург
ул. Уктусская, д. 46, Екатеринбург
ул. 8 Марта, д. 95, Екатеринбург
ул. Уктусская, д. 58, Екатеринбург
ул. Чкалова, д. 127, Екатеринбург
ул. Чкалова, д. 133, Екатеринбург
ул. Отто Шмидта, д. 76, Екатеринбург
ул. Отто Шмидта, д. 78, Екатеринбург
ул. Отто Шмидта, д. 74, Екатеринбург
ул. Отто Шмидта, д. 97, Екатеринбург
ул. Академика Бардина, д. 15, Екатеринбург
ул. Чкалова, д. 137, Екатеринбург
ул. Чкалова, д. 145, Екатеринбург
ул. Амундсена, д. 54/3, Екатеринбург
ул. Решетникова, д. 2, Екатеринбург
ул. Решетникова, д. 12, Екатеринбург
ул. Шейнкмана, д. 108, Екатеринбург
ул. Волгоградская, д. 31/2, Екатеринбург
ул. Чапаева, д. 28, Екатеринбург
ул. Большакова, д. 103, Екатеринбург
ул. Большакова, д. 145, Екатеринбург
ул. Большакова, д. 157, Екатеринбург
ул. Чапаева, д. 14/9, Екатеринбург
ул. Куйбышева, д. 32, Екатеринбург
ул. Народной воли, д. 43А, Екатеринбург
ул. Шейнкмана, д. 112, Екатеринбург
ул. Сурикова, д. 6, Екатеринбург
ул. Цвиллинга, д. 18, Екатеринбург
пер. Университетский, д. 11, Екатеринбург
ул. Волгоградская, д. 45А, Екатеринбург
ул. Шейнкмана, д. 128, Екатеринбург
ул. Сурикова, д. 7, Екатеринбург
ул. Московская, д. 225/4, Екатеринбург
ул. Отто Шмидта, д. 101, Екатеринбург
ул. Серафимы Дерябиной, д. 45, Екатеринбург
ул. Серафимы Дерябиной, д. 43, Екатеринбург
ул. Серова, д. 39, Екатеринбург
ул. Сурикова, д. 50, Екатеринбург
ул. Белинского, д. 156, Екатеринбург
ул. Начдива Онуфриева, д. 32/1, Екатеринбург
ул. Фрунзе, д. 39, Екатеринбург
ул. Шейнкмана, д. 110, Екатеринбург
ул. Белинского, д. 121, Екатеринбург
ул. Начдива Онуфриева, д. 58, Екатеринбург
ул. Начдива Онуфриева, д. 30, Екатеринбург
ул. Декабристов, д. 16/18Г, Екатеринбург
ул. Большакова, д. 9, Екатеринбург
ул. Онежская, д. 5, Екатеринбург
ул. Восточная, д. 74, Екатеринбург
ул. Куйбышева, д. 103, Екатеринбург
ул. Восточная, д. 90, Екатеринбург
ул. Саввы Белых, д. 14, Екатеринбург
ул. Куйбышева, д. 84/1, Екатеринбург
ул. Куйбышева, д. 84/2, Екатеринбург
тракт. Сибирский, д. 2/25, Екатеринбург
ул. Бажова, д. 189, Екатеринбург
ул. Восточная, д. 19, Екатеринбург
ул. Восточная, д. 19А, Екатеринбург
ул. Луначарского, д. 182, Екатеринбург
ул. Бажова, д. 127, Екатеринбург
ул. Бажова, д. 103, Екатеринбург
ул. Бажова, д. 99, Екатеринбург
ул. Хрустальная, д. 45, Екатеринбург
ул. Хрустальная, д. 47, Екатеринбург
ул. Хрустальная, д. 43, Екатеринбург
ул. Бажова, д. 225, Екатеринбург
ул. Куйбышева, д. 88, Екатеринбург
ул. Байкальская, д. 50, Екатеринбург
пер. Алма-Атинский, д. 1, Екатеринбург
ул. Варшавская, д. 28, Екатеринбург
ул. Испытателей, д. 16, Екатеринбург
пер. Волчанский, д. 8, Екатеринбург
ул. Варшавская, д. 2Б, Екатеринбург
ул. Авиаторов, д. 15, Екатеринбург
ул. Авиаторов, д. 5, Екатеринбург
ул. Авиаторов, д. 1, Екатеринбург
ул. Латвийская, д. 47, Екатеринбург
ул. Белоярская, д. 26, Екатеринбург
ул. Латвийская, д. 36, Екатеринбург
ул. Испытателей, д. 13, Екатеринбург
ст. Хуторята, д. 1, Екатеринбург
ул. Шолохова, д. 3, Екатеринбург
ул. Артема, д. 3, Екатеринбург
ул. Куйбышева, д. 76А, Екатеринбург
ул. Бажова, д. 161, Екатеринбург
ул. Белинского, д. 8/10, Екатеринбург
ул. Восточная, д. 96, Екатеринбург
ул. 40-летия Октября, д. 21, Екатеринбург
ул. 40-летия Октября, д. 32, Екатеринбург
ул. 40-летия Октября, д. 4, Екатеринбург
ул. 40-летия Октября, д. 46, Екатеринбург
ул. 40-летия Октября, д. 48, Екатеринбург
ул. 40-летия Октября, д. 61, Екатеринбург
ул. 40-летия Октября, д. 65, Екатеринбург
ул. 40-летия Октября, д. 65А, Екатеринбург
ул. 40-летия Октября, д. 9, Екатеринбург
ул. Бакинских комиссаров, д. 116, Екатеринбург
ул. Бакинских комиссаров, д. 32, Екатеринбург
ул. Бакинских комиссаров, д. 38, Екатеринбург
ул. Восстания, д. 11, Екатеринбург
ул. Восстания, д. 110, Екатеринбург
ул. Восстания, д. 13, Екатеринбург
ул. Восстания, д. 23, Екатеринбург
ул. Восстания, д. 89, Екатеринбург
ул. Восстания, д. 97, Екатеринбург
ул. Избирателей, д. 1, Екатеринбург
ул. Избирателей, д. 22, Екатеринбург
ул. Избирателей, д. 24, Екатеринбург
ул. Избирателей, д. 38, Екатеринбург
ул. Избирателей, д. 40, Екатеринбург
ул. Избирателей, д. 66, Екатеринбург
ул. Избирателей, д. 72, Екатеринбург
ул. Ильича, д. 15, Екатеринбург
ул. Ильича, д. 16, Екатеринбург
ул. Ильича, д. 17, Екатеринбург
ул. Ильича, д. 5, Екатеринбург
ул. Ильича, д. 50, Екатеринбург
ул. Ильича, д. 8, Екатеринбург
ул. Ильича, д. 9, Екатеринбург
ул. Индустрии, д. 52, Екатеринбург
ул. Индустрии, д. 56, Екатеринбург
ул. Калинина, д. 36, Екатеринбург
ул. Калинина, д. 58, Екатеринбург
ул. Калинина, д. 60, Екатеринбург
ул. Калинина, д. 66, Екатеринбург
ул. Калинина, д. 73, Екатеринбург
ул. Калинина, д. 75, Екатеринбург
ул. Кировградская, д. 5, Екатеринбург
ул. Кировградская, д. 57А, Екатеринбург
ул. Кировградская, д. 62, Екатеринбург
ул. Кировградская, д. 7, Екатеринбург
пр-кт. Космонавтов, д. 25А, Екатеринбург
пр-кт. Космонавтов, д. 27, Екатеринбург
пр-кт. Космонавтов, д. 27А, Екатеринбург
пр-кт. Космонавтов, д. 27Б, Екатеринбург
пр-кт. Космонавтов, д. 29А, Екатеринбург
пр-кт. Космонавтов, д. 29Б, Екатеринбург
ул. Красных борцов, д. 3, Екатеринбург
б-р. Культуры, д. 28, Екатеринбург
ул. Ломоносова, д. 24, Екатеринбург
ул. Ломоносова, д. 25, Екатеринбург
ул. Ломоносова, д. 26, Екатеринбург
ул. Ломоносова, д. 55, Екатеринбург
ул. Ломоносова, д. 9, Екатеринбург
ул. Лукиных, д. 18, Екатеринбург
ул. Машиностроителей, д. 55, Екатеринбург
ул. Машиностроителей, д. 61, Екатеринбург
ул. Машиностроителей, д. 67, Екатеринбург
ул. Новаторов, д. 11, Екатеринбург
пр-кт. Орджоникидзе, д. 21, Екатеринбург
пр-кт. Орджоникидзе, д. 23, Екатеринбург
пр-кт. Орджоникидзе, д. 26, Екатеринбург
пр-кт. Орджоникидзе, д. 3, Екатеринбург
ул. Победы, д. 37, Екатеринбург
ул. Победы, д. 6, Екатеринбург
ул. Победы, д. 70, Екатеринбург
ул. Социалистическая, д. 3, Екатеринбург
ул. Стахановская, д. 10, Екатеринбург
ул. Стахановская, д. 24/1, Екатеринбург
ул. Стахановская, д. 51А, Екатеринбург
ул. Стахановская, д. 6, Екатеринбург
ул. Стахановская, д. 8, Екатеринбург
ул. Уральских рабочих, д. 23, Екатеринбург
ул. Уральских рабочих, д. 8, Екатеринбург
пер. Черниговский, д. 15, Екатеринбург
пер. Черниговский, д. 19, Екатеринбург
пер. Черниговский, д. 31, Екатеринбург
ул. Кузнецова, д. 6, Екатеринбург
пр-кт. Космонавтов, д. 74, Екатеринбург
ул. Баумана, д. 16, Екатеринбург
ул. Стачек, д. 19, Екатеринбург
ул. Корепина, д. 16, Екатеринбург
ул. Корепина, д. 31, Екатеринбург
пер. Калиновский, д. 13, Екатеринбург
ул. Стачек, д. 25, Екатеринбург
ул. Краснофлотцев, д. 42, Екатеринбург
ул. Старых Большевиков, д. 26, Екатеринбург
ул. Старых Большевиков, д. 28, Екатеринбург
ул. Старых Большевиков, д. 24, Екатеринбург
ул. Старых Большевиков, д. 31, Екатеринбург
ул. Старых Большевиков, д. 32, Екатеринбург
ул. Старых Большевиков, д. 33, Екатеринбург
ул. Краснофлотцев, д. 1Г, Екатеринбург
ул. Энтузиастов, д. 23, Екатеринбург
ул. Старых Большевиков, д. 15, Екатеринбург
ул. Красных командиров, д. 11, Екатеринбург
ул. Бабушкина, д. 25, Екатеринбург
ул. Краснофлотцев, д. 6, Екатеринбург
ул. Красных командиров, д. 72, Екатеринбург
ул. Баумана, д. 42, Екатеринбург
ул. Баумана, д. 45, Екатеринбург
ул. Баумана, д. 49, Екатеринбург
ул. Восстания, д. 120, Екатеринбург
ул. Донская, д. 31, Екатеринбург
ул. Баумана, д. 47, Екатеринбург
пр-кт. Космонавтов, д. 61А, Екатеринбург
пер. Изумрудный, д. 4А, Екатеринбург
ул. Индустрии, д. 94Б, Екатеринбург
ул. Кобозева, д. 71, Екатеринбург
ул. Кобозева, д. 116А, Екатеринбург
ул. Кобозева, д. 116Б, Екатеринбург
пр-кт. Космонавтов, д. 43А, Екатеринбург
ул. Краснофлотцев, д. 31, Екатеринбург
ул. Краснофлотцев, д. 51, Екатеринбург
ул. Краснофлотцев, д. 55, Екатеринбург
ул. Лобкова, д. 34, Екатеринбург
ул. Лобкова, д. 40, Екатеринбург
п. Садовый, ул. Лунная, д. 9, Екатеринбург
ул. Ползунова, д. 15, Екатеринбург
ул. Лобкова, д. 74А, Екатеринбург
п. Садовый, пер. Сентябрьский, д. 2, Екатеринбург
ул. Таганская, д. 9, Екатеринбург
пер. Теплогорский, д. 10, Екатеринбург
пер. Теплогорский, д. 16, Екатеринбург
ул. Фрезеровщиков, д. 84, Екатеринбург
пер. Черноморский, д. 2, Екатеринбург
пер. Черноморский, д. 4, Екатеринбург
ул. Бабушкина, д. 18, Екатеринбург
ул. Ильича, д. 29, Екатеринбург
ул. Шефская, д. 97, Екатеринбург
ул. Восстания, д. 56/3, Екатеринбург
ул. Баумана, д. 1, Екатеринбург
ул. Агрономическая, д. 22, Екатеринбург
ул. Агрономическая, д. 36А, Екатеринбург
ул. Братская, д. 13, Екатеринбург
ул. Патриса Лумумбы, д. 27А, Екатеринбург
ул. Патриса Лумумбы, д. 33, Екатеринбург
ул. Агрономическая, д. 31А, Екатеринбург
ул. Агрономическая, д. 31, Екатеринбург
ул. Агрономическая, д. 41, Екатеринбург
пер. Рижский, д. 4, Екатеринбург
ул. Сухоложская, д. 5, Екатеринбург
ул. Агрономическая, д. 74, Екатеринбург
ул. Санаторная, д. 10, Екатеринбург
ул. Селькоровская, д. 2, Екатеринбург
ул. Селькоровская, д. 4, Екатеринбург
пер. Коллективный, д. 21, Екатеринбург
ул. Селькоровская, д. 74, Екатеринбург
ул. Бородина, д. 15Б, Екатеринбург
ул. Грибоедова, д. 26, Екатеринбург
ул. Дошкольная, д. 2Б, Екатеринбург
ул. Исетская, д. 14, Екатеринбург
ул. Исетская, д. 16, Екатеринбург
ул. Косарева, д. 3, Екатеринбург
ул. Профсоюзная, д. 63, Екатеринбург
ул. Профсоюзная, д. 81, Екатеринбург
ул. Алтайская, д. 66, Екатеринбург
ул. Авиационная, д. 75, Екатеринбург
ул. Колхозников, д. 48, Екатеринбург
ул. Колхозников, д. 50, Екатеринбург
пер. Короткий, д. 6, Екатеринбург
пер. Молотобойцев, д. 17, Екатеринбург
ул. Патриотов, д. 8, Екатеринбург
ул. Походная, д. 68, Екатеринбург
ул. Походная, д. 70, Екатеринбург
ул. Самолетная, д. 43, Екатеринбург
ул. Бисертская, д. 4А, Екатеринбург
ул. Самолетная, д. 3/2, Екатеринбург
ул. Самолетная, д. 5/3, Екатеринбург
ул. Бородина, д. 9, к. 1, Екатеринбург
ул. Бородина, д. 7, Екатеринбург
ул. Грибоедова, д. 26А, Екатеринбург
ул. Трактористов, д. 19, Екатеринбург
ул. Родонитовая, д. 3/1, Екатеринбург
ул. Славянская, д. 62, Екатеринбург
пер. Таллинский, д. 6, Екатеринбург
ул. Родонитовая, д. 22, Екатеринбург
ул. Агрономическая, д. 10, Екатеринбург
ул. Авиационная, д. 55, Екатеринбург
ул. Агрономическая, д. 2, Екатеринбург
ул. Агрономическая, д. 4Б, Екатеринбург
ул. 8 Марта, д. 181, к. 2, Екатеринбург
ул. Крестинского, д. 37, к. 2, Екатеринбург
ул. Родонитовая, д. 8, Екатеринбург
ул. Московская, д. 46, Екатеринбург
ул. Аптекарская, д. 37, Екатеринбург
ул. Братская, д. 11, Екатеринбург
ул. Братская, д. 11А, Екатеринбург
ул. Трактористов, д. 5, Екатеринбург
ул. Серафимы Дерябиной, д. 30, Екатеринбург
ул. Московская, д. 39, Екатеринбург
ул. Рассветная, д. 3, Екатеринбург
ул. Братская, д. 10, Екатеринбург
ул. Куйбышева, д. 112, Екатеринбург
ул. Нагорная, д. 46А, Екатеринбург
ул. Нагорная, д. 46Б, Екатеринбург
пер. Саперов, д. 5, Екатеринбург
ул. Челюскинцев, д. 1, Екатеринбург
ул. Академика Бардина, д. 4, Екатеринбург
ул. Викулова, д. 46, Екатеринбург
ул. Братская, д. 14, Екатеринбург
ул. Репина, д. 21, Екатеринбург
ул. Папанина, д. 18А, Екатеринбург
ул. Ясная, д. 34/2, Екатеринбург
ул. Мичурина, д. 171, Екатеринбург
ул. Калинина, д. 65, Екатеринбург
ул. Электриков, д. 19, Екатеринбург
ул. Донская, д. 22, Екатеринбург
ул. Агрономическая, д. 43, Екатеринбург
ул. Благодатская, д. 55, Екатеринбург
ул. Ялунинская, д. 4, Екатеринбург
ул. Свердлова, д. 56, Екатеринбург
ул. Свердлова, д. 66, Екатеринбург
ул. Серафимы Дерябиной, д. 29, Екатеринбург
ул. Белореченская, д. 6, Екатеринбург
ул. Белинского, д. 84, Екатеринбург
тракт. Сибирский, д. 17, Екатеринбург
б-р. Культуры, д. 26, Екатеринбург
ул. Кузнецова, д. 4, Екатеринбург
ул. Шефская, д. 60, Екатеринбург
ул. Восстания, д. 56/2, Екатеринбург
ул. Грибоедова, д. 18, Екатеринбург
ул. Комсомольская, д. 2А, Екатеринбург
ул. Мира, д. 3А, Екатеринбург
ул. Гагарина, д. 37, Екатеринбург
ул. Первомайская, д. 66, Екатеринбург
ул. Сыромолотова, д. 7, Екатеринбург
ул. Владимира Высоцкого, д. 16, Екатеринбург
ул. Владимира Высоцкого, д. 20, Екатеринбург
ул. Кировградская, д. 16, Екатеринбург
ул. Таганская, д. 15, Екатеринбург
ул. Степана Разина, д. 83, Екатеринбург
п. Сысерть, ул. Школьная, д. 9, Екатеринбург
ул. Донская, д. 26, Екатеринбург
ул. Донская, д. 26 а, Екатеринбург
ул. Донская, д. 26 б, Екатеринбург
ул. Донская, д. 26 в, Екатеринбург
ул. Донская, д. 30, Екатеринбург
ул. Шефская, д. 23, Екатеринбург
ул. Удельная, д. 3а, Екатеринбург
ул. Феофанова, д. 5, Екатеринбург
ул. Феофанова, д. 9, Екатеринбург
п. Северка, ул. Железнодорожников, д. 1 а, Екатеринбург
ул. Мастеров, д. 24, Екатеринбург
ул. Мастеров, д. 31, Екатеринбург
ул. Летчиков, д. 31, Екатеринбург
пер. Столярный, д. 4, Екатеринбург
ул. Рубиновая, д. 5, Екатеринбург
ул. Жилплощадка, д. 1, Екатеринбург
ул. Академика Бардина, д. 6, Екатеринбург
ул. Белореченская, д. 14, Екатеринбург
ул. Викулова, д. 26, Екатеринбург
ул. Викулова, д. 37, к. 2, Екатеринбург
ул. Викулова, д. 44/1, Екатеринбург
ул. Викулова, д. 57, Екатеринбург
пер. Встречный, д. 7/1, Екатеринбург
пер. Встречный, д. 9, Екатеринбург
пер. Гаринский, д. 10, Екатеринбург
ул. Серафимы Дерябиной, д. 31, к. 4, Екатеринбург
ул. Заводская, д. 20, Екатеринбург
ул. Красноуральская, д. 6, Екатеринбург
ул. Крауля, д. 77, Екатеринбург
ул. Крауля, д. 81, Екатеринбург
ул. Крауля, д. 84/12, Екатеринбург
ул. Металлургов, д. 18, Екатеринбург
ул. Металлургов, д. 20, Екатеринбург
ул. Металлургов, д. 22, Екатеринбург
ул. Металлургов, д. 24, Екатеринбург
ул. Металлургов, д. 26, Екатеринбург
ул. Металлургов, д. 32, Екатеринбург
п. Чусовское Озеро, ул. Мира, д. 31, Екатеринбург
ул. 8 Марта, д. 4, Екатеринбург
ул. 8 Марта, д. 7, Екатеринбург
ул. Нагорная, д. 57, Екатеринбург
ул. Опалихинская, д. 26, Екатеринбург
ул. Посадская, д. 44/4, Екатеринбург
ул. Посадская, д. 51, Екатеринбург
ул. Репина, д. 97, Екатеринбург
ул. Татищева, д. 72, Екатеринбург
ул. Пальмиро Тольятти, д. 15Г, Екатеринбург
ул. Феофанова, д. 15, Екатеринбург
ул. Хомякова, д. 16, Екатеринбург
ул. Черепанова, д. 22, Екатеринбург
ул. Ясная, д. 18, Екатеринбург
ул. Антона Валека, д. 17, Екатеринбург
ул. Антона Валека, д. 18, Екатеринбург
ул. Анри Барбюса, д. 13, Екатеринбург
ул. Белореченская, д. 34/2, Екатеринбург
ул. Начдива Васильева, д. 5, Екатеринбург
ул. Волгоградская, д. 180, Екатеринбург
ул. Волгоградская, д. 182, Екатеринбург
ул. Гурзуфская, д. 9Б, Екатеринбург
ул. Гурзуфская, д. 15А, Екатеринбург
ул. Гурзуфская, д. 19А, Екатеринбург
ул. Гурзуфская, д. 24, Екатеринбург
ул. Гурзуфская, д. 32, Екатеринбург
ул. Гурзуфская, д. 34, Екатеринбург
ул. Серафимы Дерябиной, д. 17, Екатеринбург
ул. Серафимы Дерябиной, д. 31/2, Екатеринбург
ул. Серафимы Дерябиной, д. 31/3, Екатеринбург
ул. Заводская, д. 9, Екатеринбург
ул. Заводская, д. 14, Екатеринбург
ул. Заводская, д. 15А/2, Екатеринбург
ул. Заводская, д. 15А/3, Екатеринбург
ул. Заводская, д. 15А/4, Екатеринбург
ул. Заводская, д. 15А/5, Екатеринбург
ул. Заводская, д. 15А/6, Екатеринбург
ул. Заводская, д. 15А/7, Екатеринбург
ул. Заводская, д. 18, Екатеринбург
